time,"I(LIP|XI3|XN_05_)"
3.804000e-10,2.487938e-05
3.806000e-10,2.521001e-05
3.808000e-10,2.559858e-05
3.810000e-10,2.599712e-05
3.812000e-10,2.635698e-05
3.814000e-10,2.663548e-05
3.816000e-10,2.680193e-05
3.818000e-10,2.684201e-05
3.820000e-10,2.675969e-05
3.822000e-10,2.657618e-05
3.824000e-10,2.632630e-05
3.826000e-10,2.605277e-05
3.828000e-10,2.579981e-05
3.830000e-10,2.560691e-05
3.832000e-10,2.550376e-05
3.834000e-10,2.550686e-05
3.836000e-10,2.561806e-05
3.838000e-10,2.582489e-05
3.840000e-10,2.610269e-05
3.842000e-10,2.641799e-05
3.844000e-10,2.673308e-05
3.846000e-10,2.701105e-05
3.848000e-10,2.722081e-05
3.850000e-10,2.734130e-05
3.852000e-10,2.736425e-05
3.854000e-10,2.729503e-05
3.856000e-10,2.715146e-05
3.858000e-10,2.696078e-05
3.860000e-10,2.675542e-05
3.862000e-10,2.656824e-05
3.864000e-10,2.642811e-05
3.866000e-10,2.635618e-05
3.868000e-10,2.636362e-05
3.870000e-10,2.645058e-05
3.872000e-10,2.660675e-05
3.874000e-10,2.681309e-05
3.876000e-10,2.704467e-05
3.878000e-10,2.727412e-05
3.880000e-10,2.747545e-05
3.882000e-10,2.762751e-05
3.884000e-10,2.771680e-05
3.886000e-10,2.773910e-05
3.888000e-10,2.769970e-05
3.890000e-10,2.761230e-05
3.892000e-10,2.749666e-05
3.894000e-10,2.737562e-05
3.896000e-10,2.727176e-05
3.898000e-10,2.720443e-05
3.900000e-10,2.718738e-05
3.902000e-10,2.722744e-05
3.904000e-10,2.732420e-05
3.906000e-10,2.747082e-05
3.908000e-10,2.765565e-05
3.910000e-10,2.786450e-05
3.912000e-10,2.808305e-05
3.914000e-10,2.829903e-05
3.916000e-10,2.850378e-05
3.918000e-10,2.869315e-05
3.920000e-10,2.886763e-05
3.922000e-10,2.903206e-05
3.924000e-10,2.919503e-05
3.926000e-10,2.936814e-05
3.928000e-10,2.956489e-05
3.930000e-10,2.979923e-05
3.932000e-10,3.008369e-05
3.934000e-10,3.042754e-05
3.936000e-10,3.083513e-05
3.938000e-10,3.130493e-05
3.940000e-10,3.182927e-05
3.942000e-10,3.239515e-05
3.944000e-10,3.298564e-05
3.946000e-10,3.358196e-05
3.948000e-10,3.416583e-05
3.950000e-10,3.472152e-05
3.952000e-10,3.523723e-05
3.954000e-10,3.570533e-05
3.956000e-10,3.612161e-05
3.958000e-10,3.648396e-05
3.960000e-10,3.679113e-05
3.962000e-10,3.704195e-05
3.964000e-10,3.723540e-05
3.966000e-10,3.737116e-05
3.968000e-10,3.745026e-05
3.970000e-10,3.747566e-05
3.972000e-10,3.745260e-05
3.974000e-10,3.738874e-05
3.976000e-10,3.729431e-05
3.978000e-10,3.718202e-05
3.980000e-10,3.706640e-05
3.982000e-10,3.696267e-05
3.984000e-10,3.688488e-05
3.986000e-10,3.684417e-05
3.988000e-10,3.684735e-05
3.990000e-10,3.689645e-05
3.992000e-10,3.698911e-05
3.994000e-10,3.711971e-05
3.996000e-10,3.728056e-05
3.998000e-10,3.746286e-05
4.000000e-10,3.765698e-05
4.002000e-10,3.785254e-05
4.004000e-10,3.803846e-05
4.006000e-10,3.820350e-05
4.008000e-10,3.833715e-05
4.010000e-10,3.843084e-05
4.012000e-10,3.847906e-05
4.014000e-10,3.848036e-05
4.016000e-10,3.843820e-05
4.018000e-10,3.836142e-05
4.020000e-10,3.826408e-05
4.022000e-10,3.816412e-05
4.024000e-10,3.808095e-05
4.026000e-10,3.803221e-05
4.028000e-10,3.803068e-05
4.030000e-10,3.808216e-05
4.032000e-10,3.818459e-05
4.034000e-10,3.832859e-05
4.036000e-10,3.849889e-05
4.038000e-10,3.867645e-05
4.040000e-10,3.884095e-05
4.042000e-10,3.897366e-05
4.044000e-10,3.906018e-05
4.046000e-10,3.909277e-05
4.048000e-10,3.907153e-05
4.050000e-10,3.900445e-05
4.052000e-10,3.890629e-05
4.054000e-10,3.879651e-05
4.056000e-10,3.869665e-05
4.058000e-10,3.862722e-05
4.060000e-10,3.860456e-05
4.062000e-10,3.863826e-05
4.064000e-10,3.872965e-05
4.066000e-10,3.887163e-05
4.068000e-10,3.904983e-05
4.070000e-10,3.924474e-05
4.072000e-10,3.943426e-05
4.074000e-10,3.959673e-05
4.076000e-10,3.971388e-05
4.078000e-10,3.977361e-05
4.080000e-10,3.977215e-05
4.082000e-10,3.971499e-05
4.084000e-10,3.961661e-05
4.086000e-10,3.949860e-05
4.088000e-10,3.938664e-05
4.090000e-10,3.930647e-05
4.092000e-10,3.927960e-05
4.094000e-10,3.931952e-05
4.096000e-10,3.942919e-05
4.098000e-10,3.960036e-05
4.100000e-10,3.981500e-05
4.102000e-10,4.004837e-05
4.104000e-10,4.027323e-05
4.106000e-10,4.046439e-05
4.108000e-10,4.060291e-05
4.110000e-10,4.067918e-05
4.112000e-10,4.069446e-05
4.114000e-10,4.066069e-05
4.116000e-10,4.059844e-05
4.118000e-10,4.053357e-05
4.120000e-10,4.049297e-05
4.122000e-10,4.050005e-05
4.124000e-10,4.057078e-05
4.126000e-10,4.071087e-05
4.128000e-10,4.091463e-05
4.130000e-10,4.116578e-05
4.132000e-10,4.143999e-05
4.134000e-10,4.170886e-05
4.136000e-10,4.194455e-05
4.138000e-10,4.212432e-05
4.140000e-10,4.223430e-05
4.142000e-10,4.227171e-05
4.144000e-10,4.224528e-05
4.146000e-10,4.217376e-05
4.148000e-10,4.208283e-05
4.150000e-10,4.200088e-05
4.152000e-10,4.195436e-05
4.154000e-10,4.196347e-05
4.156000e-10,4.203889e-05
4.158000e-10,4.217995e-05
4.160000e-10,4.237469e-05
4.162000e-10,4.260169e-05
4.164000e-10,4.283341e-05
4.166000e-10,4.304060e-05
4.168000e-10,4.319693e-05
4.170000e-10,4.328313e-05
4.172000e-10,4.328990e-05
4.174000e-10,4.321920e-05
4.176000e-10,4.308352e-05
4.178000e-10,4.290363e-05
4.180000e-10,4.270497e-05
4.182000e-10,4.251368e-05
4.184000e-10,4.235276e-05
4.186000e-10,4.223913e-05
4.188000e-10,4.218197e-05
4.190000e-10,4.218241e-05
4.192000e-10,4.223451e-05
4.194000e-10,4.232704e-05
4.196000e-10,4.244580e-05
4.198000e-10,4.257588e-05
4.200000e-10,4.270347e-05
4.202000e-10,4.281713e-05
4.204000e-10,4.290835e-05
4.206000e-10,4.297156e-05
4.208000e-10,4.300374e-05
4.210000e-10,4.300385e-05
4.212000e-10,4.297235e-05
4.214000e-10,4.291086e-05
4.216000e-10,4.282211e-05
4.218000e-10,4.271007e-05
4.220000e-10,4.258017e-05
4.222000e-10,4.243957e-05
4.224000e-10,4.229709e-05
4.226000e-10,4.216288e-05
4.228000e-10,4.204770e-05
4.230000e-10,4.196181e-05
4.232000e-10,4.191354e-05
4.234000e-10,4.190790e-05
4.236000e-10,4.194531e-05
4.238000e-10,4.202083e-05
4.240000e-10,4.212408e-05
4.242000e-10,4.224007e-05
4.244000e-10,4.235071e-05
4.246000e-10,4.243717e-05
4.248000e-10,4.248242e-05
4.250000e-10,4.247376e-05
4.252000e-10,4.240480e-05
4.254000e-10,4.227659e-05
4.256000e-10,4.209761e-05
4.258000e-10,4.188276e-05
4.260000e-10,4.165131e-05
4.262000e-10,4.142439e-05
4.264000e-10,4.122220e-05
4.266000e-10,4.106149e-05
4.268000e-10,4.095349e-05
4.270000e-10,4.090264e-05
4.272000e-10,4.090612e-05
4.274000e-10,4.095427e-05
4.276000e-10,4.103177e-05
4.278000e-10,4.111949e-05
4.280000e-10,4.119671e-05
4.282000e-10,4.124357e-05
4.284000e-10,4.124343e-05
4.286000e-10,4.118476e-05
4.288000e-10,4.106243e-05
4.290000e-10,4.087821e-05
4.292000e-10,4.064027e-05
4.294000e-10,4.036211e-05
4.296000e-10,4.006070e-05
4.298000e-10,3.975450e-05
4.300000e-10,3.946136e-05
4.302000e-10,3.919663e-05
4.304000e-10,3.897173e-05
4.306000e-10,3.879321e-05
4.308000e-10,3.866246e-05
4.310000e-10,3.857608e-05
4.312000e-10,3.852684e-05
4.314000e-10,3.850504e-05
4.316000e-10,3.849980e-05
4.318000e-10,3.850017e-05
4.320000e-10,3.849568e-05
4.322000e-10,3.847640e-05
4.324000e-10,3.843256e-05
4.326000e-10,3.835430e-05
4.328000e-10,3.823173e-05
4.330000e-10,3.805574e-05
4.332000e-10,3.781959e-05
4.334000e-10,3.752093e-05
4.336000e-10,3.716382e-05
4.338000e-10,3.675995e-05
4.340000e-10,3.632847e-05
4.342000e-10,3.589416e-05
4.344000e-10,3.548402e-05
4.346000e-10,3.512278e-05
4.348000e-10,3.482832e-05
4.350000e-10,3.460794e-05
4.352000e-10,3.445652e-05
4.354000e-10,3.435698e-05
4.356000e-10,3.428307e-05
4.358000e-10,3.420396e-05
4.360000e-10,3.408959e-05
4.362000e-10,3.391560e-05
4.364000e-10,3.366687e-05
4.366000e-10,3.333887e-05
4.368000e-10,3.293680e-05
4.370000e-10,3.247289e-05
4.372000e-10,3.196270e-05
4.374000e-10,3.142128e-05
4.376000e-10,3.086010e-05
4.378000e-10,3.028528e-05
4.380000e-10,2.969722e-05
4.382000e-10,2.909142e-05
4.384000e-10,2.846017e-05
4.386000e-10,2.779451e-05
4.388000e-10,2.708606e-05
4.390000e-10,2.632844e-05
4.392000e-10,2.551804e-05
4.394000e-10,2.465425e-05
4.396000e-10,2.373904e-05
4.398000e-10,2.277621e-05
4.400000e-10,2.177040e-05
4.402000e-10,2.072621e-05
4.404000e-10,1.964762e-05
4.406000e-10,1.853810e-05
4.408000e-10,1.740126e-05
4.410000e-10,1.624222e-05
4.412000e-10,1.506928e-05
4.414000e-10,1.389554e-05
4.416000e-10,1.274001e-05
4.418000e-10,1.162776e-05
4.420000e-10,1.058888e-05
4.422000e-10,9.656247e-06
4.424000e-10,8.862307e-06
4.426000e-10,8.235364e-06
4.428000e-10,7.795960e-06
4.430000e-10,7.553905e-06
4.432000e-10,7.506440e-06
4.434000e-10,7.637798e-06
4.436000e-10,7.920205e-06
4.438000e-10,8.316127e-06
4.440000e-10,8.781401e-06
4.442000e-10,9.268784e-06
4.444000e-10,9.731455e-06
4.446000e-10,1.012611e-05
4.448000e-10,1.041545e-05
4.450000e-10,1.056999e-05
4.452000e-10,1.056942e-05
4.454000e-10,1.040360e-05
4.456000e-10,1.007334e-05
4.458000e-10,9.591030e-06
4.460000e-10,8.980757e-06
4.462000e-10,8.277787e-06
4.464000e-10,7.526927e-06
4.466000e-10,6.779627e-06
4.468000e-10,6.089826e-06
4.470000e-10,5.508886e-06
4.472000e-10,5.080165e-06
4.474000e-10,4.833975e-06
4.476000e-10,4.783651e-06
4.478000e-10,4.923348e-06
4.480000e-10,5.227989e-06
4.482000e-10,5.655512e-06
4.484000e-10,6.151206e-06
4.486000e-10,6.653659e-06
4.488000e-10,7.101528e-06
4.490000e-10,7.440295e-06
4.492000e-10,7.628174e-06
4.494000e-10,7.640572e-06
4.496000e-10,7.472678e-06
4.498000e-10,7.139969e-06
4.500000e-10,6.676551e-06
4.502000e-10,6.131380e-06
4.504000e-10,5.562644e-06
4.506000e-10,5.030837e-06
4.508000e-10,4.591367e-06
4.510000e-10,4.287669e-06
4.512000e-10,4.145802e-06
4.514000e-10,4.171303e-06
4.516000e-10,4.348737e-06
4.518000e-10,4.644008e-06
4.520000e-10,5.009133e-06
4.522000e-10,5.388788e-06
4.524000e-10,5.727727e-06
4.526000e-10,5.977991e-06
4.528000e-10,6.104971e-06
4.530000e-10,6.091572e-06
4.532000e-10,5.940024e-06
4.534000e-10,5.671187e-06
4.536000e-10,5.321430e-06
4.538000e-10,4.937423e-06
4.540000e-10,4.569484e-06
4.542000e-10,4.264369e-06
4.544000e-10,4.058555e-06
4.546000e-10,3.973082e-06
4.548000e-10,4.010729e-06
4.550000e-10,4.156003e-06
4.552000e-10,4.377918e-06
4.554000e-10,4.635128e-06
4.556000e-10,4.882573e-06
4.558000e-10,5.078563e-06
4.560000e-10,5.191150e-06
4.562000e-10,5.202803e-06
4.564000e-10,5.112704e-06
4.566000e-10,4.936358e-06
4.568000e-10,4.702629e-06
4.570000e-10,4.448685e-06
4.572000e-10,4.213680e-06
4.574000e-10,4.032192e-06
4.576000e-10,3.928567e-06
4.578000e-10,3.913100e-06
4.580000e-10,3.980743e-06
4.582000e-10,4.112500e-06
4.584000e-10,4.279236e-06
4.586000e-10,4.447174e-06
4.588000e-10,4.584040e-06
4.590000e-10,4.664746e-06
4.592000e-10,4.675591e-06
4.594000e-10,4.616257e-06
4.596000e-10,4.499322e-06
4.598000e-10,4.347436e-06
4.600000e-10,4.188759e-06
4.602000e-10,4.051512e-06
4.604000e-10,3.958699e-06
4.606000e-10,3.923976e-06
4.608000e-10,3.949412e-06
4.610000e-10,4.025552e-06
4.612000e-10,4.133680e-06
4.614000e-10,4.249813e-06
4.616000e-10,4.349572e-06
4.618000e-10,4.412972e-06
4.620000e-10,4.428176e-06
4.622000e-10,4.393497e-06
4.624000e-10,4.317308e-06
4.626000e-10,4.215939e-06
4.628000e-10,4.110034e-06
4.630000e-10,4.020157e-06
4.632000e-10,3.962548e-06
4.634000e-10,3.945912e-06
4.636000e-10,3.969849e-06
4.638000e-10,4.025236e-06
4.640000e-10,4.096408e-06
4.642000e-10,4.164660e-06
4.644000e-10,4.212300e-06
4.646000e-10,4.226394e-06
4.648000e-10,4.201439e-06
4.650000e-10,4.140409e-06
4.652000e-10,4.054004e-06
4.654000e-10,3.958285e-06
4.656000e-10,3.871226e-06
4.658000e-10,3.808926e-06
4.660000e-10,3.782285e-06
4.662000e-10,3.794831e-06
4.664000e-10,3.842129e-06
4.666000e-10,3.912863e-06
4.668000e-10,3.991312e-06
4.670000e-10,4.060674e-06
4.672000e-10,4.106513e-06
4.674000e-10,4.119603e-06
4.676000e-10,4.097611e-06
4.678000e-10,4.045281e-06
4.680000e-10,3.973159e-06
4.682000e-10,3.895160e-06
4.684000e-10,3.825547e-06
4.686000e-10,3.775966e-06
4.688000e-10,3.753188e-06
4.690000e-10,3.757986e-06
4.692000e-10,3.785348e-06
4.694000e-10,3.825922e-06
4.696000e-10,3.868311e-06
4.698000e-10,3.901682e-06
4.700000e-10,3.918108e-06
4.702000e-10,3.914130e-06
4.704000e-10,3.891236e-06
4.706000e-10,3.855206e-06
4.708000e-10,3.814518e-06
4.710000e-10,3.778218e-06
4.712000e-10,3.753764e-06
4.714000e-10,3.745339e-06
4.716000e-10,3.752990e-06
4.718000e-10,3.772777e-06
4.720000e-10,3.797837e-06
4.722000e-10,3.820112e-06
4.724000e-10,3.832296e-06
4.726000e-10,3.829563e-06
4.728000e-10,3.810670e-06
4.730000e-10,3.778218e-06
4.732000e-10,3.738004e-06
4.734000e-10,3.697666e-06
4.736000e-10,3.664919e-06
4.738000e-10,3.645807e-06
4.740000e-10,3.643358e-06
4.742000e-10,3.656941e-06
4.744000e-10,3.682442e-06
4.746000e-10,3.713213e-06
4.748000e-10,3.741549e-06
4.750000e-10,3.760361e-06
4.752000e-10,3.764681e-06
4.754000e-10,3.752648e-06
4.756000e-10,3.725813e-06
4.758000e-10,3.688689e-06
4.760000e-10,3.647701e-06
4.762000e-10,3.609765e-06
4.764000e-10,3.580831e-06
4.766000e-10,3.564710e-06
4.768000e-10,3.562405e-06
4.770000e-10,3.572076e-06
4.772000e-10,3.589601e-06
4.774000e-10,3.609574e-06
4.776000e-10,3.626501e-06
4.778000e-10,3.635921e-06
4.780000e-10,3.635220e-06
4.782000e-10,3.623992e-06
4.784000e-10,3.603904e-06
4.786000e-10,3.578146e-06
4.788000e-10,3.550613e-06
4.790000e-10,3.525029e-06
4.792000e-10,3.504202e-06
4.794000e-10,3.489569e-06
4.796000e-10,3.481082e-06
4.798000e-10,3.477444e-06
4.800000e-10,3.476579e-06
4.802000e-10,3.476216e-06
4.804000e-10,3.474430e-06
4.806000e-10,3.470015e-06
4.808000e-10,3.462619e-06
4.810000e-10,3.452645e-06
4.812000e-10,3.440952e-06
4.814000e-10,3.428482e-06
4.816000e-10,3.415901e-06
4.818000e-10,3.403372e-06
4.820000e-10,3.390502e-06
4.822000e-10,3.376481e-06
4.824000e-10,3.360355e-06
4.826000e-10,3.341364e-06
4.828000e-10,3.319236e-06
4.830000e-10,3.294360e-06
4.832000e-10,3.267786e-06
4.834000e-10,3.241048e-06
4.836000e-10,3.215844e-06
4.838000e-10,3.193661e-06
4.840000e-10,3.175426e-06
4.842000e-10,3.161271e-06
4.844000e-10,3.150463e-06
4.846000e-10,3.141515e-06
4.848000e-10,3.132455e-06
4.850000e-10,3.121185e-06
4.852000e-10,3.105848e-06
4.854000e-10,3.085129e-06
4.856000e-10,3.058425e-06
4.858000e-10,3.025857e-06
4.860000e-10,2.988130e-06
4.862000e-10,2.946283e-06
4.864000e-10,2.901390e-06
4.866000e-10,2.854293e-06
4.868000e-10,2.805393e-06
4.870000e-10,2.754577e-06
4.872000e-10,2.701249e-06
4.874000e-10,2.644480e-06
4.876000e-10,2.583207e-06
4.878000e-10,2.516455e-06
4.880000e-10,2.443524e-06
4.882000e-10,2.364109e-06
4.884000e-10,2.278348e-06
4.886000e-10,2.186805e-06
4.888000e-10,2.090413e-06
4.890000e-10,1.990406e-06
4.892000e-10,1.888258e-06
4.894000e-10,1.785632e-06
4.896000e-10,1.684324e-06
4.898000e-10,1.586201e-06
4.900000e-10,1.493117e-06
4.902000e-10,1.406810e-06
4.904000e-10,1.328803e-06
4.906000e-10,1.260325e-06
4.908000e-10,1.202269e-06
4.910000e-10,1.155188e-06
4.912000e-10,1.119341e-06
4.914000e-10,1.094741e-06
4.916000e-10,1.081210e-06
4.918000e-10,1.078382e-06
4.920000e-10,1.085656e-06
4.922000e-10,1.102087e-06
4.924000e-10,1.126251e-06
4.926000e-10,1.156138e-06
4.928000e-10,1.189118e-06
4.930000e-10,1.222046e-06
4.932000e-10,1.251495e-06
4.934000e-10,1.274088e-06
4.936000e-10,1.286872e-06
4.938000e-10,1.287655e-06
4.940000e-10,1.275254e-06
4.942000e-10,1.249612e-06
4.944000e-10,1.211795e-06
4.946000e-10,1.163872e-06
4.948000e-10,1.108713e-06
4.950000e-10,1.049725e-06
4.952000e-10,9.905515e-07
4.954000e-10,9.347570e-07
4.956000e-10,8.855344e-07
4.958000e-10,8.454610e-07
4.960000e-10,8.163212e-07
4.962000e-10,7.989988e-07
4.964000e-10,7.934320e-07
4.966000e-10,7.986208e-07
4.968000e-10,8.126842e-07
4.970000e-10,8.329728e-07
4.972000e-10,8.562508e-07
4.974000e-10,8.789519e-07
4.976000e-10,8.974968e-07
4.978000e-10,9.086404e-07
4.980000e-10,9.098080e-07
4.982000e-10,8.993825e-07
4.984000e-10,8.769104e-07
4.986000e-10,8.432052e-07
4.988000e-10,8.003265e-07
4.990000e-10,7.514176e-07
4.992000e-10,7.003934e-07
4.994000e-10,6.514981e-07
4.996000e-10,6.087811e-07
4.998000e-10,5.755669e-07
5.000000e-10,5.539968e-07
5.002000e-10,5.447085e-07
5.004000e-10,5.466949e-07
5.006000e-10,5.573643e-07
5.008000e-10,5.728041e-07
5.010000e-10,5.882312e-07
5.012000e-10,5.985861e-07
5.014000e-10,5.991929e-07
5.016000e-10,5.863912e-07
5.018000e-10,5.580437e-07
5.020000e-10,5.138485e-07
5.022000e-10,4.554186e-07
5.024000e-10,3.861199e-07
5.026000e-10,3.106850e-07
5.028000e-10,2.346398e-07
5.030000e-10,1.636067e-07
5.032000e-10,1.025724e-07
5.034000e-10,5.522025e-08
5.036000e-10,2.341924e-08
5.038000e-10,6.935048e-09
5.040000e-10,3.398518e-09
5.042000e-10,8.538558e-09
5.044000e-10,1.666098e-08
5.046000e-10,2.132596e-08
5.048000e-10,1.614385e-08
5.050000e-10,-4.418415e-09
5.052000e-10,-4.433776e-08
5.054000e-10,-1.055460e-07
5.056000e-10,-1.877236e-07
5.058000e-10,-2.884091e-07
5.060000e-10,-4.034111e-07
5.062000e-10,-5.274714e-07
5.064000e-10,-6.550809e-07
5.066000e-10,-7.813270e-07
5.068000e-10,-9.026429e-07
5.070000e-10,-1.017347e-06
5.072000e-10,-1.125896e-06
5.074000e-10,-1.230831e-06
5.076000e-10,-1.336414e-06
5.078000e-10,-1.448033e-06
5.080000e-10,-1.571452e-06
5.082000e-10,-1.712032e-06
5.084000e-10,-1.874063e-06
5.086000e-10,-2.060307e-06
5.088000e-10,-2.271858e-06
5.090000e-10,-2.508325e-06
5.092000e-10,-2.768346e-06
5.094000e-10,-3.050319e-06
5.096000e-10,-3.353232e-06
5.098000e-10,-3.677430e-06
5.100000e-10,-4.025173e-06
5.102000e-10,-4.400840e-06
5.104000e-10,-4.810717e-06
5.106000e-10,-5.262335e-06
5.108000e-10,-5.763359e-06
5.110000e-10,-6.320062e-06
5.112000e-10,-6.935459e-06
5.114000e-10,-7.607173e-06
5.116000e-10,-8.325256e-06
5.118000e-10,-9.070330e-06
5.120000e-10,-9.812692e-06
5.122000e-10,-1.051319e-05
5.124000e-10,-1.112658e-05
5.126000e-10,-1.160745e-05
5.128000e-10,-1.191777e-05
5.130000e-10,-1.203439e-05
5.132000e-10,-1.195408e-05
5.134000e-10,-1.169487e-05
5.136000e-10,-1.129302e-05
5.138000e-10,-1.079683e-05
5.140000e-10,-1.025906e-05
5.142000e-10,-9.730120e-06
5.144000e-10,-9.253590e-06
5.146000e-10,-8.864732e-06
5.148000e-10,-8.591605e-06
5.150000e-10,-8.457601e-06
5.152000e-10,-8.483614e-06
5.154000e-10,-8.687758e-06
5.156000e-10,-9.080932e-06
5.158000e-10,-9.658340e-06
5.160000e-10,-1.039019e-05
5.162000e-10,-1.121710e-05
5.164000e-10,-1.205474e-05
5.166000e-10,-1.280790e-05
5.168000e-10,-1.338990e-05
5.170000e-10,-1.374083e-05
5.172000e-10,-1.383864e-05
5.174000e-10,-1.370020e-05
5.176000e-10,-1.337310e-05
5.178000e-10,-1.292210e-05
5.180000e-10,-1.241506e-05
5.182000e-10,-1.191244e-05
5.184000e-10,-1.146185e-05
5.186000e-10,-1.109752e-05
5.188000e-10,-1.084275e-05
5.190000e-10,-1.071334e-05
5.192000e-10,-1.071962e-05
5.194000e-10,-1.086590e-05
5.196000e-10,-1.114691e-05
5.198000e-10,-1.154280e-05
5.200000e-10,-1.201552e-05
5.202000e-10,-1.251003e-05
5.204000e-10,-1.296184e-05
5.206000e-10,-1.330950e-05
5.208000e-10,-1.350791e-05
5.210000e-10,-1.353811e-05
5.212000e-10,-1.341030e-05
5.214000e-10,-1.315954e-05
5.216000e-10,-1.283644e-05
5.218000e-10,-1.249608e-05
5.220000e-10,-1.218835e-05
5.222000e-10,-1.195162e-05
5.224000e-10,-1.180995e-05
5.226000e-10,-1.177316e-05
5.228000e-10,-1.183842e-05
5.230000e-10,-1.199247e-05
5.232000e-10,-1.221351e-05
5.234000e-10,-1.247289e-05
5.236000e-10,-1.273733e-05
5.238000e-10,-1.297240e-05
5.240000e-10,-1.314749e-05
5.242000e-10,-1.324134e-05
5.244000e-10,-1.324632e-05
5.246000e-10,-1.317008e-05
5.248000e-10,-1.303361e-05
5.250000e-10,-1.286635e-05
5.252000e-10,-1.269972e-05
5.254000e-10,-1.256098e-05
5.256000e-10,-1.246883e-05
5.258000e-10,-1.243155e-05
5.260000e-10,-1.244762e-05
5.262000e-10,-1.250804e-05
5.264000e-10,-1.259937e-05
5.266000e-10,-1.270655e-05
5.268000e-10,-1.281488e-05
5.270000e-10,-1.291128e-05
5.272000e-10,-1.298512e-05
5.274000e-10,-1.302920e-05
5.276000e-10,-1.304066e-05
5.278000e-10,-1.302165e-05
5.280000e-10,-1.297918e-05
5.282000e-10,-1.292375e-05
5.284000e-10,-1.286720e-05
5.286000e-10,-1.282003e-05
5.288000e-10,-1.278925e-05
5.290000e-10,-1.277724e-05
5.292000e-10,-1.278206e-05
5.294000e-10,-1.279878e-05
5.296000e-10,-1.282155e-05
5.298000e-10,-1.284529e-05
5.300000e-10,-1.286674e-05
5.302000e-10,-1.288447e-05
5.304000e-10,-1.289826e-05
5.306000e-10,-1.290834e-05
5.308000e-10,-1.291497e-05
5.310000e-10,-1.291837e-05
5.312000e-10,-1.291900e-05
5.314000e-10,-1.291774e-05
5.316000e-10,-1.291571e-05
5.318000e-10,-1.291382e-05
5.320000e-10,-1.291229e-05
5.322000e-10,-1.291036e-05
5.324000e-10,-1.290655e-05
5.326000e-10,-1.289929e-05
5.328000e-10,-1.288785e-05
5.330000e-10,-1.287293e-05
5.332000e-10,-1.285672e-05
5.334000e-10,-1.284235e-05
5.336000e-10,-1.283293e-05
5.338000e-10,-1.283060e-05
5.340000e-10,-1.283598e-05
5.342000e-10,-1.284812e-05
5.344000e-10,-1.286486e-05
5.346000e-10,-1.288348e-05
5.348000e-10,-1.290109e-05
5.350000e-10,-1.291500e-05
5.352000e-10,-1.292288e-05
5.354000e-10,-1.292288e-05
5.356000e-10,-1.291397e-05
5.358000e-10,-1.289621e-05
5.360000e-10,-1.287115e-05
5.362000e-10,-1.284182e-05
5.364000e-10,-1.281238e-05
5.366000e-10,-1.278733e-05
5.368000e-10,-1.277057e-05
5.370000e-10,-1.276455e-05
5.372000e-10,-1.276975e-05
5.374000e-10,-1.278464e-05
5.376000e-10,-1.280611e-05
5.378000e-10,-1.283009e-05
5.380000e-10,-1.285224e-05
5.382000e-10,-1.286854e-05
5.384000e-10,-1.287584e-05
5.386000e-10,-1.287214e-05
5.388000e-10,-1.285695e-05
5.390000e-10,-1.283145e-05
5.392000e-10,-1.279846e-05
5.394000e-10,-1.276212e-05
5.396000e-10,-1.272736e-05
5.398000e-10,-1.269896e-05
5.400000e-10,-1.268077e-05
5.402000e-10,-1.267492e-05
5.404000e-10,-1.268148e-05
5.406000e-10,-1.269848e-05
5.408000e-10,-1.272234e-05
5.410000e-10,-1.274852e-05
5.412000e-10,-1.277227e-05
5.414000e-10,-1.278936e-05
5.416000e-10,-1.279665e-05
5.418000e-10,-1.279250e-05
5.420000e-10,-1.277699e-05
5.422000e-10,-1.275192e-05
5.424000e-10,-1.272056e-05
5.426000e-10,-1.268711e-05
5.428000e-10,-1.265600e-05
5.430000e-10,-1.263115e-05
5.432000e-10,-1.261517e-05
5.434000e-10,-1.260887e-05
5.436000e-10,-1.261113e-05
5.438000e-10,-1.261908e-05
5.440000e-10,-1.262867e-05
5.442000e-10,-1.263539e-05
5.444000e-10,-1.263511e-05
5.446000e-10,-1.262476e-05
5.448000e-10,-1.260292e-05
5.450000e-10,-1.257006e-05
5.452000e-10,-1.252853e-05
5.454000e-10,-1.248224e-05
5.456000e-10,-1.243615e-05
5.458000e-10,-1.239549e-05
5.460000e-10,-1.236491e-05
5.462000e-10,-1.234775e-05
5.464000e-10,-1.234538e-05
5.466000e-10,-1.235686e-05
5.468000e-10,-1.237907e-05
5.470000e-10,-1.240701e-05
5.472000e-10,-1.243460e-05
5.474000e-10,-1.245554e-05
5.476000e-10,-1.246420e-05
5.478000e-10,-1.245652e-05
5.480000e-10,-1.243053e-05
5.482000e-10,-1.238670e-05
5.484000e-10,-1.232786e-05
5.486000e-10,-1.225888e-05
5.488000e-10,-1.218595e-05
5.490000e-10,-1.211581e-05
5.492000e-10,-1.205476e-05
5.494000e-10,-1.200781e-05
5.496000e-10,-1.197802e-05
5.498000e-10,-1.196603e-05
5.500000e-10,-1.197007e-05
5.502000e-10,-1.198617e-05
5.504000e-10,-1.200881e-05
5.506000e-10,-1.203170e-05
5.508000e-10,-1.204859e-05
5.510000e-10,-1.205414e-05
5.512000e-10,-1.204457e-05
5.514000e-10,-1.201805e-05
5.516000e-10,-1.197481e-05
5.518000e-10,-1.191707e-05
